 ,Time,Time,Place,Place,Place,Place,Place,Place,Place,Environment,Environment,Environment,Environment,Environment,Environment,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Component,Component,Component,Component,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Person 1,Person 1,Person 1,Person 1,Person 1,Person 1,Person 1,Person 1,Person 1,Person 1,Person 1,Person 2,Person 2,Person 2,Person 2,Person 2,Person 2,Person 2,Person 2,Person 2,Person 2,Person 2,Events,Events,Events,Events,Events,Events,Assessments,Assessments,Report 1,Report 1,Report 2,Report 2,Report 1,
905900,201008,0001-0600,MIA.Airport,FL,,,0,,,VMC,,,Night,CLR,,Ramp MIA,Air Carrier,Large Transport,,2,Part 121,IFR,Passenger,,Taxi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Air Carrier,Captain; Pilot Flying,Flight Crew Air Transport Pilot (ATP),,,Workload; Communication Breakdown; Time Pressure; Distraction; Situational Awareness,Party1 Flight Crew; Party2 Ground Personnel,,905900,,,,,,,,,,,,Conflict Ground Conflict; Critical; Deviation / Discrepancy - Procedural Published Material / Policy,,,Person Flight Crew,Taxi,General None Reported / Taken,Chart Or Publication; Procedure; Environment - Non Weather Related; Company Policy,Company Policy,"Approaching and aligned with the self parking system at my assigned gate I observed three items of ground equipment within the clearance lines (electric power cart entirely within; tow bar mostly within the clearance lines; and the fuel service cart half outside its 'box'). As I decelerated; a ground vehicle (baggage tug) entered the clearance area in front of the left wing and traveled under the left wing tip area and disappeared necessitating an immediate stop. No other ground personnel were in the gate area so Operations was advised of the equipment problem. To mitigate further risk to my passengers; crew; and aircraft I elected to shut down the engines. After about 17 minutes a Ramp Manager appeared and moved the tow bar outside of the clearance lines. He moved the electric cart toward the terminal and into the red fire lane but it remained entirely within the clearance lines as these two areas overlap. The fuel cart was not moved at this time.Operations was again notified of the need for a tow crew and we were notified they were on lunch break even though there were two ground men now in the gate area looking at the aircraft but doing nothing in spite of my flashing the nose gear light and the fact the engines were not running. About this time a manager finally connected a headset. I informed him to the specific equipment movement requirements and told him I was willing to restart the engines if ground men could be positioned to keep vehicles from entering the clearance area during taxi. He then told me the ground crew would be arriving in a few minutes and they would tow me to the gate.The ground crew arrived; hooked up the tractor; and gave the visual signal to release brakes. I did not as ground equipment was still positioned incorrectly as previously outlined. Eventually the Crew Chief connected his headset and ordered me to release the brakes. I informed him of the equipment positioning problem and asked him to position wing walkers as may be required. He then told me 'I am in command of this aircraft!' (I believe those words were very close to exactly what he said. Unbelievable!) [He] ordered me to release the brakes again. I did not release the brakes and informed him that I; not he; was the Captain in command of the aircraft and would not release the brakes until the equipment was moved. When he claimed he was entirely responsible [for] the aircraft during towing I informed him that it was a joint responsibility between the Captain and tow crew. When told to park the brake at the gate position I complied and asked him for his name the same time as my acknowledgment. He simply ignored the request and disconnected the headset.Do not ignore this report and only add it to the trend information. That Crew Chief should not be allowed near an airplane. Total delay to park was around 36 minutes; not counting time holding off the ramp. If there is a larger area where the fueling cart may be safely parked then make the painted box larger!",,,,"An air carrier Captain refused to taxi into his assigned gate because ground equipment was within the safety zone. The Lead Ramp Agent commanded the Captain to release the brakes for tow but the Captain refused until ground equipment was safely positioned.",
905916,201008,0001-0600,ZZZ.ARTCC,US,,,,34000,,VMC,,,Daylight,,,Center ZZZ,Air Carrier,B757-200,,2,Part 121,IFR,Passenger,,Cruise,,Class A ZZZ,,,,,,,,,,,,,,,,,,,,,,,,Galley Furnishing,,X,Malfunctioning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Air Carrier,Captain; Pilot Flying,Flight Crew Air Transport Pilot (ATP),,,Situational Awareness; Training / Qualification; Troubleshooting,,,905916,,,,,,,,,,,,Aircraft Equipment Problem Critical; Flight Deck / Cabin / Aircraft Event Smoke / Fire / Fumes / Odor,,,Person Flight Attendant,In-flight,Aircraft Equipment Problem Dissipated; Flight Crew Diverted; Flight Crew FLC complied w / Automation / Advisory; Flight Crew Landed in Emergency Condition; General Declared Emergency,Aircraft,Aircraft,"[We] took off from airport on time. While flying overwater route south the Number One Flight Attendant called to report heavy smoke emitting from the number one first class oven. She was assisted by the Number Three Flight Attendant and determined that there was no visible fire in the oven. Smoke was coming from behind the interior oven liner.There was no smoke in the cockpit. We elected to run the cabin smoke elimination procedure and in the meantime declared an emergency and diverted to the nearest airport which was less than 80 miles from our position. After several minutes the smoke was eliminated and no further smoke was emitting. We landed uneventfully at the divert airport; just under maximum landing weight; and taxied to the gate. There were no injuries and no passenger complaints that I am aware of.",,,,"A B757-200 Captain declared an emergency and diverted to an enroute airport after the First Class Flight Attendant reported smoke but no fire coming from a first class oven. The QRH procedures were completed and smoke dissipated.",
906015,201008,1801-2400,ZZZ.ARTCC,US,,,,,,IMC,Rain,,Night,,,,Air Carrier,Regional Jet 700 ER/LR (CRJ700),,2,Part 121,IFR,Passenger,,Descent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Air Carrier,Captain; Pilot Flying,Flight Crew Air Transport Pilot (ATP),,,Communication Breakdown; Distraction; Training / Qualification; Situational Awareness; Time Pressure,Party1 Flight Crew; Party2 Maintenance,,906015,,,,,,,,,,,,Aircraft Equipment Problem Less Severe; Deviation / Discrepancy - Procedural Maintenance; Deviation / Discrepancy - Procedural Published Material / Policy; Inflight Event / Encounter Weather / Turbulence,,,Person Flight Crew,Aircraft In Service At Gate,Aircraft Aircraft Damaged; General Maintenance Action,Chart Or Publication; Company Policy; Procedure,Company Policy,"[We] took a pretty hard lightning strike; immediately lost TCAS display. We were on the descent; IMC conditions; moderate rain (no convective activity reported) when we got struck by lightning. [We] landed without further issues. Contacted Dispatch on ground and then spoke with maintenance. [We] wrote up lightning strike on nose of aircraft. First Officer did walk around and notified me of burn marks on nose gear door. I did another walk around and saw burn marks on trailing edge of the horizontal stab. Called Maintenance Control back and informed them of the damaged areas we could see. In the morning we had same aircraft; noted that the lightning strike had been signed off per maintenance and the TCAS was signed off as well. The third entry showed aircraft authorized for FERRY flight only. I called maintenance and was told that it was OK; the aircraft was signed off for 121 revenue operations and that we were good to depart with passengers on board. We departed and the flight was uneventful. Upon arrival maintenance met us at aircraft and subsequently grounded our aircraft for the lightning strike that was signed off ok for 121 flight by Maintenance Control and the RON station maintenance. Do not cut corners to get the aircraft to a maintenance base. If a plane is unworthy it should stay in whatever station it is broken in. I personally do not trust that station's maintenance and our Maintenance Control to do their jobs. They put my passengers; my crew; plane and my life in jeopardy by saying aircraft was ok for flight with a sign off then grounding at a large maintenance station. I will insist that the Contract Maintenance come back out to sign off the ferry permit and ensure that the work was done completely before departing next time.",,,,"A CRJ700 sustained a lightning strike on approach and the crew noted radome and wing tip burn marks during post flight. On the overnight a ferry permit was issued which contract maintenance cleared then signed the aircraft off for 121 operations. Upon arrival at the first base the next morning the aircraft was grounded for maintenance.",
906019,201008,,ZZZ.ARTCC,US,,,,,,,,,,,,,Air Carrier,A320,,2,Part 121,IFR,Passenger,,Descent,,Class B ZZZ,,,,,,,,,,,,,,,,,,,,,,,,Landing Gear,,X,Malfunctioning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,General Seating Area,Air Carrier,Flight Attendant In Charge,Flight Attendant Current,,Safety Related Duties,Training / Qualification; Communication Breakdown; Situational Awareness; Time Pressure,Party1 Flight Crew; Party2 Flight Attendant,,906019,,,,,,,,,,,,Aircraft Equipment Problem Less Severe,,,Person Flight Attendant; Person Flight Crew,In-flight,Flight Crew Landed in Emergency Condition; General Declared Emergency,Aircraft,Aircraft,"We were preparing cabin for landing when I noticed that the landing gear was being recycled 3 or 4 times. We were given the 'prepare for landing' command and executed a go around. I discussed with the jumpseater that I thought there must be a problem with the landing gear and that I thought we'd be hearing from the cockpit soon. The Captain did call us and said that we were experiencing problems with the gear and they were in touch with Maintenance to determine plan of action. She then said to prep the cabin. I asked her if she meant for us to prep the cabin for an emergency landing and prepare our passengers she said no that she had just wanted to give us A Cabin Advisory (whew). She told us they were going to fly by the Tower to determine landing gear situation and then asked if there were any questions. I asked specifically where the problem was with the gear and she said it was the left main gear. I briefed my jumpseater that in that situation we would probably not use the left exits at least as primary and before opening any doors make sure to look for smoke fire metal etc. The attendants in the back briefed our 3 dead headers via notes who were sitting at the overwing exits so all exits were covered. After we landed brakes were very discreetly used and seemed to just kind of roll to a stop. Then you could tell there was some problem with steering the airplane. Captain called and told us that now they were experiencing problems with the nose gear and had lost the ability to make turns with the airplane. Mechanics came out to the aircraft and put pins in the gear and tugged us in. We were met by emergency vehicles which weren't needed and also met by Supervisor who was very supportive and understanding of the stress and anxiety we had just been through. The Captain did ask to meet with all of us and asked about communication via cockpit and crew and we agreed we worked through the event quite well; calmly and professional.",,,,"An A320 Flight Attendant described their cabin preparation procedure for landing with unsafe gear even though the flight crew had not commanded an emergency preparation. Very good communications within the cabin crew.",
906034,201008,1201-1800,TIST.Tower,VI,100,7,,1000,,VMC,Haze / Smoke; 10,,Daylight,,,Tower TIST,Air Carrier,Commercial Fixed Wing,,2,Part 121,IFR,Passenger,,Final Approach,Visual Approach,Class C TIST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Air Carrier,Captain; Pilot Flying,Flight Crew Air Transport Pilot (ATP); Flight Crew Flight Engineer; Flight Crew Multiengine,Flight Crew Last 90 Days 150; Flight Crew Total 12000; Flight Crew Type 3200,,Communication Breakdown; Confusion; Distraction; Situational Awareness; Time Pressure,Party1 Flight Crew; Party2 ATC; Party2 Flight Crew,,906034,,,,,,,,,,,,ATC Issue All Types; Conflict NMAC,Horizontal 100; Vertical 400,,Automation Aircraft RA; Person Flight Crew,In-flight,Flight Crew Took Evasive Action,Procedure; Airport,Procedure,"On approach to TIST we were given direct to JAQYY (FAF for Runway 10) at 3;000 FT. Approach Control repeatedly asked us if we could see the runway. Due to haze; we could not see the runway. I got the feeling that this Controller just wanted to give us a visual approach; hand us to Tower; and be done with us. We tried to request a lower altitude; but were unable to get the request into Approach Control. Approach Control finally let us descend to 2;800 FT just prior to JAQYY; told us to cross JAQYY at 2;800 FT; cleared us for the ILS to Runway 10 (as we crossed JAQYY); and sent us to Tower frequency. The published glideslope intercept altitude at JAQYY is 2;100 FT therefore we were already 700 FT high at the FAF. At my request; the First Officer asked for a visual approach from Tower; at first the Tower acted confused by the request; but he then gave it to us. I disconnected the autopilot to help me descend quicker; but I soon felt that I would not be able to have a stabilized approach at 1;000 FT. At this point I had the First Officer request a right 360 to rejoin the final approach course so I could get down to a lower altitude to continue the approach. Tower approved the request for a right 360 turn and to rejoin the final approach course. I started the right turn and we leveled off at 1;000 FT in the turn. Tower then started telling us about some traffic that was on an extended final (south of the final approach course) and approaching to land at TIST. At first the Tower said he was at 10 miles; and then he corrected himself and said that the traffic was at 7 miles. Tower did not specify if that distance was from us or from the runway and I do not recall hearing Tower giving us an altitude for the traffic. Tower then started a discussion with the other traffic as to what type of aircraft it was. At this point; the First Officer asked Tower if we were supposed to follow the traffic. After a little hesitation; the Tower said yes; follow the traffic. At this point I had my hands full; I was hand flying the aircraft and trying to determine the best course of action. My First Officer said that he told me he was setting a heading for me to rollout on; but with all that was going on in the cockpit and the radio chatter; I did not hear him. I started a rollout while looking for the traffic. I got visual contact with the traffic and announced it to the crew. He was in the middle of my windscreen and moving left to right; he also looked to be below me. With this information and looking at the geometry of the aircraft; I decided to make a climbing left turn. At this point; the Line Check Airman (LCA) that was in the jumpseat giving me a line check; VERY STRONGLY INSISTED that I make a right turn. As forceful as he was; I assumed that he saw something that I didn't; so I started a right turn. This took us over the top of the traffic and caused a TCAS Resolution Advisory (RA) to climb the aircraft. I followed the guidance and we remained clear of the traffic. A later discussion with the LCA revealed that he did not have the traffic in sight and did not hear me say that I had the traffic in sight. He was basing his strong suggestion for a right turn solely on what he saw on the TCAS navigation display. Had I known this at the time; I would have continued my left climbing turn and I am convinced that if I had; we would not have received the TCAS RA. I then maneuvered back to the final approach course and followed the traffic for an uneventful landing. Contributing Factors: I personally feel that ATC played a major role in setting us up for this event. Having flown into TJSJ and TIST on many occasions; it seems to me that approach control takes more interest in aircraft landing in TJSJ than they do for aircraft landing in TIST. The fact that approach kept asking if we could see that field and then had us cross JAQYY at 2;800 FT instead of the published 2;100 FT brings into question the issue of his focus. There is a fix called KUTHO that is5 NM outside of JAQYY and it has a crossing altitude of 2;800 FT. Was the Controller not clear as to where he was clearing us and the appropriate altitudes? I don't know the answer to that question. If we would have been sent to KUTHO or given an altitude of 2;100 FT at JAQYY; there would not have been a need for the 360 degree turn to lose altitude on the approach and the event would not have happened. It is something to consider. In retrospect; I would have requested radar vectors when I was given the 2;800 FT crossing at JAQYY. I don't know if TIST Tower was aware of the traffic that was behind us when we requested the right 360 turn; but if I had been made aware of the aircraft before the turn; I would have done things differently. I would have reconnected the autopilot before making the turn to help with my situational awareness and the spotting of the traffic. This event emphasizes the need for all parties to remain vigilant and maintain situational awareness.",,,,"An air carrier Captain described the confusion which developed on a ILS to TIST Runway 10 after ATC issued late clearance making the aircraft high and forcing a 360 turn. In the turn they had a TCAS RA with another aircraft on approach to the same runway.",
906130,201008,0001-0600,ZZZ.Airport,US,,2,300,,,IMC,2,,Daylight,600,,TRACON ZZZ,Air Carrier,A300,,2,Part 121,,Cargo / Freight / Delivery,,Takeoff / Launch,Other On SID/STAR,Class B ZZZ,,,,,,,,,,,,,,,,,,,,,,,,Fire Protection System,,X,Malfunctioning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Air Carrier,First Officer; Pilot Flying,,,,Troubleshooting; Time Pressure; Distraction,,,906130,Aircraft X,Flight Deck,Air Carrier,Pilot Not Flying; Captain,Flight Crew Air Transport Pilot (ATP),Flight Crew Last 90 Days 110; Flight Crew Total 12000; Flight Crew Type 1300,,Time Pressure; Troubleshooting; Distraction,,,906138,Aircraft Equipment Problem Less Severe,,,Automation Aircraft Other Automation; Person Flight Crew,,Flight Crew Landed in Emergency Condition; Flight Crew Returned To Departure Airport; General Declared Emergency,Aircraft,Aircraft,"At approximately 300 FT after takeoff; we received an ECAM message of AVIONICS SMOKE and a CRC as well as the AVIONICS SMOKE light illuminated on the overhead panel. We declared an emergency and leveled at 3;000 FT. The Captain ran the appropriate ECAM and QRH checklists and prepared for the approach. When the checklists were complete the Captain took control of the aircraft for the remainder of the flight; and I was the pilot monitoring for the remainder of the flight. We were immediately vectored for an ILS back to the airport for an overweight landing. We never had any actual indication of fire or smoke; no visible smoke or odors were present; but our priority was to land the aircraft as soon as possible per the checklist. ARFF was notified and available upon landing. We had ARFF follow us to the ramp as a precaution. No smoke or fire was evident to them. Mechanics determined that it was an erroneous indication. The indication actually went away and came back several times while the mechanics were in the cockpit after block-in; they confirmed it was a false indication.",,"I handled setting the CDU for the Air Turn Back; loaded the ILS 04 approach; briefed the approach and took over flying the aircraft. We also quickly ran the overweight landing checklist and advised the Company gateway of our impending return. Time constraints became a factor because approach was giving us priority and vectoring us and all of the checklists to be completed. Even though neither one of us smelled or saw any smoke in the cockpit; our priority was to get the aircraft on the ground in a prompt manner.",,"An A300 ECAM and CRC aural warning alerted AVIONICS SMOKE together. An emergency was declared and the aircraft returned to land where maintenance determine the warnings were false.",
906151,201008,1801-2400,ZZZ.Airport,US,,,100,,,VMC,,,Night,,,Tower ZZZ,Air Carrier,A320,,2,Part 121,,,,Final Approach,,,,,,,,,,,,,,,,,,,,,,,,,,Autothrottle/Speed Control,,X,Improperly Operated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Air Carrier,Pilot Flying; Captain,Flight Crew Air Transport Pilot (ATP),,,Distraction; Confusion; Human-Machine Interface; Workload; Situational Awareness,,,906151,,,,,,,,,,,,Deviation / Discrepancy - Procedural Published Material / Policy; Inflight Event / Encounter Unstabilized Approach,,,Automation Aircraft Other Automation; Person Flight Crew,In-flight,,Aircraft; Human Factors,Human Factors,"While conducting a night; VMC approach utilizing the VOR-DME approach; we received a Low Energy Warning ('Speed-Speed-Speed') at approximately 100 FT AGL which necessitated the use of TOGA thrust to limit further decay in airspeed and prevent a hard landing. The initial approach was normal and we were vectored to intercept the final while given a descent clearance to 1;600 FT and being asked to maintain our speed (185 KTS) until 5 miles out. Upon receiving the approach clearance; I armed the approach and immediately noted FINAL APP annunciated on the FMA. At that point the aircraft began to climb to 2;000 FT to capture the descent path. As pilot flying; it seemed to me that the aircraft didn't start the final descent at the top of descent point so I disengaged the autopilot and autothrust concurrently and started descending toward the PAPI approach path while configuring for landing. I attempted to reach stabilized approach criteria as quickly as possible but at 1000 FT AGL I was target +20 KTS and sinking 1;200 FPM with thrust at idle. At the 500 FT gate I was stable on speed and sink rate (target + 8 KTS; sink 900 FPM); but with the thrust still at idle (I had NOT re-engaged autothrust). I was maintaining the PAPI glide path to 100 FT when simultaneously the First Officer (pilot not flying) and I became aware of our below target airspeed while receiving almost immediately afterwards the LOW ENERGY WARNING. I responded by placing the thrust levers at TOGA to limit any further decay in airspeed and arrest the rate of descent. The resulting touchdown was firm and in the landing zone but otherwise uneventful. Taxi-in and parking was normal.I have endeavored to closely follow SOP's throughout my career and take my responsibilities very seriously. I know the aircraft Pilot Handbook and FOM well and follow their guidelines rigorously and yet failed to conduct the approach described herein properly by neglecting to adhere to some of our most basic principles. In conducting the approach setup for the VOR-DME; I failed to utilize the QRH as an aid believing that I was proficient from having flown numerous VOR approaches in Mexico recently. I may have inadvertently failed to clear present position while flying the approach which may have caused the aircraft to climb to 2;000 FT instead of continuing the descent to the FAF altitude in open descent. The aircraft response certainly increased my task loading; but my response in disconnecting the automation removed a barrier that would have prevented the unstabilized approach that resulted. When the aircraft failed to descend at the expected point in the approach; my reaction in disconnecting autothrust was instinctive but ill-advised since as stated; it removed a barrier but also was not pre-briefed and is not authorized at night. Our descent below 1;000 FT AGL while unstable should have resulted in a go around with plenty of time and fuel to conduct another approach. Finally; inadequate monitoring of the flight instruments by the pilot not flying removed the final barrier that would have prevented the decay in airspeed. Very simply; my event should cause all of us to rededicate ourselves to following SOP's and guidelines as published in our manuals. My appreciation for the barriers which serve to prevent bad consequences and outcomes has increased immeasurably. Our job can become so routine that we fail to adequately recognize when an abnormal or non-routine situation has put us 'into the yellow'; and even two well-trained; conscientious and diligent professional pilots can make mistakes. The Pilot Monitoring has to monitor; even on beautiful clear nights and; most importantly; has to know what to monitor.",,,,"A320 Captain reports receiving a Low Energy Warning at 100 FT AGL during a night VMC approach. Autothrust was disengaged when the aircraft did not responded as expected when capturing the VOR DME approach path. TOGA thrust was used to prevent a very hard landing.",
906235,201008,1201-1800,ZZZ.ARTCC,US,,,,32000,,IMC,Icing,,Daylight,,,Center ZZZ,Air Carrier,B737-800,,2,Part 121,IFR,Passenger,FMS Or FMC,Cruise,,Class A ZZZ,,,,,,,,,,,,,,,,,,,,,,,,Pitot-Static System,,X,Malfunctioning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Air Carrier,Pilot Not Flying; Captain,Flight Crew Air Transport Pilot (ATP),,,Confusion; Human-Machine Interface; Training / Qualification; Troubleshooting; Distraction,,,906235,,,,,,,,,,,,Aircraft Equipment Problem Critical,,,Automation Aircraft Other Automation; Person Flight Crew,Taxi,Aircraft Equipment Problem Dissipated; Flight Crew Overcame Equipment Problem; General Declared Emergency,Aircraft; Weather,Aircraft,"While at cruise; at approximately takeoff plus 55 minutes; we were at FL320; and M.76. We entered the clouds maybe 5 minutes earlier. We felt the aircraft change attitude and noticed that VNAV was disconnected; along with the altitude (ALT) and auto speed (A/S) readouts not even close. There were the associated 'ALT disagree' and 'A/S disagree' warnings on both displays. My altitude reading was FL312; while the First Officer's was still at FL320; but diverging. His auto speed reading was dropping and settled at 190 KTS; plus or minus 20 KTS; while my airspeed was stable. We verified with ATC our altitude; airspeed and ground-speed readouts from him; and he said we were still at FL320; and at a constant speed. Not being sure if we could maintain RVSM; or even close; we asked for a block altitude and received the block FL320-330. We later expanded our request to FL310-330. The Co-pilot was hand flying at this point; since the autopilot disconnected. He was flying off his altitude display and my airspeed display at this time; I believe. He was doing a very good job of flying; especially considering we were verifying our instruments with ATC and going with the 'best info' off the most correct readout. At this point; I declared an emergency. I felt we could not maintain RVSM standards; and we had way too much incorrect information to check; cross-cockpit; and as far as we could tell; we had major instrument problems! We checked the overhead panel and verified that all probe heat was on and all switches were in the correct positions. It was during this check; we found the EEC (Electronic Engine Control) 'ALTN' (alternate) lights ON in both the engine 1 and 2 switches. We accomplished both the EEC FAIL/ALTN Checklist and the Display Source Checklist. We came out of the clouds and within about 2 minutes the readouts started to return to normal; but we could see that we were going to go back in again. We started down for warmer air and asked for FL240 initially with clearance to deviate as necessary; but we reentered the clouds and the instruments again diverged; so we asked for lower. We ended up at FL200; where the SAT (saturation) was -09. We remained clear of the clouds; and were able to remain that way for the duration of the flight. We landed at the planned destination with all instrument readouts seemingly back to normal. It is my opinion [that] had this event occurred during colder weather operations; in the clouds; and/or IMC conditions during the approach and landing phase; this may have resulted in a more serious event! As an aside; we had a jumpseat occupant who said he had been on the 737 for many years and for all our work and checklist work; said he 'could find nothing to add to our efforts'. The First Officer was flying the aircraft for the leg and did an outstanding job under the confusing circumstances and landed as the winds were approaching 30 KTS. He did a great cross-wind landing; and I would like to make sure he is commended for his work; assistance and professionalism during this event.","The reporter stated that he had this aircraft two days in a row. After the first event an emergency was declared and maintenance was performed on the aircraft. He believes; but is not certain that the pitot tubes were changed for the next day's flight. On the first flight of the next day the same anomalies occurred; but an emergency was not declared because the crew understood what the indications were and the weather was mostly VMC. The first time the malfunction occurred the flight crew felt a slight bump like they were about to enter a mountain wave and so became alert. Shortly thereafter they saw the autopilot and autothrottles had disconnected without alerts. Then they noticed the airspeed and altitude discrepancy developing at which point they notified ATC of the issue and decided that they could not stay in RVSM. The Reporter believes that either a pilot tube heater was weak and permitted ice build up or the pilot tube static drain was plugged. He was not aware of any codes stored in the computer nor was he able to determine which pilot system was malfunctioning.",,,"A B737-800's Captain's altimeter and the First Officer's airspeed as well as both engine's EECs developed anomalous behaviors at FL320 in cruise with all other systems appearing normal. During descent into warmer air the system errors dissipated.",
906346,201008,0601-1200,BOS.Airport,MA,,,0,,,VMC,,,Daylight,,,Ground BOS,Air Carrier,B737 Next Generation Undifferentiated,,2,Part 121,IFR,,,Taxi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Air Carrier,Captain; Pilot Flying,Flight Crew Air Transport Pilot (ATP),Flight Crew Last 90 Days 246; Flight Crew Type 13500,,Situational Awareness; Communication Breakdown; Confusion,Party1 Flight Crew; Party2 Flight Crew; Party2 ATC,,906346,,,,,,,,,,,,Deviation / Discrepancy - Procedural Clearance; Deviation / Discrepancy - Procedural FAR; Ground Incursion Runway,,N,Person Flight Crew,Taxi,,Chart Or Publication; Procedure; Airport,Airport,"The BOS airport page depicts five specific runway incursion hotspots and numerous specific hold short lines on the airport; and includes an enlargement of the southwest sector of the airdrome.  Other airport pages include numerous hold line depictions.  In addition; there are three additional pages describing the location and use of various lighting systems.  Yet nowhere in the BOS pages is there any depiction; explanation; caution; note; or directive regarding the unusual location and compressed distance of the hold short lines on Taxiway Q; between Runway 22R and Taxiway M; one for 22R; and the other for 15R.During a typical BOS busy morning push; we were instructed; 'Cross Runway 22R at Q; left on M; and taxi to Runway 22R.'  As we began the left turn on M; the First Officer advised me to stop.  His concern was that we had not been specifically cleared to cross Runway 15R on Taxiway M.  Although we had already crossed the 15R hold short line (which is on Q; not M); we would have been unable to comply anyway as the two hold short lines between M and 22R are not far enough apart to allow a 737 enough space to not protrude over one or the other; so I elected to continue.  Ground Control noticed the aircraft slow and issued clearance to cross 15R.There were two issues: 1) the failure to adequately notify pilots of this unusual hold short line configuration (and potential conflict); and 2) the reality that the new taxi runway crossing clearance requirements are not always complied with and can affect safe operations; especially at a busy airport with little open air time on ground frequencies in which to 'query' the Controller.   The BOS airport pages should include an enlargement of the hold short lines on Q between 22R and M.  We should also return to the well-established guideline of; 'Clearance to taxi to a runway includes clearance to cross all runways enroute.'  The new requirement; unless and until fully complied with; just adds to the incursion potential.",,,,"A B737-NG Captain questioned the lack of chart information regarding the hold short lines for Runway 33L/15R on Taxiway Q at BOS.  Also pointed out the difficulties engendered at busy airports by the implementation of the new regulation requiring all runway crossings to be individually cleared by ATC.",
906422,201008,1201-1800,ZZZ.ARTCC,US,,,,31000,,,,,,CLR,,Center ZZZ,Air Carrier,A320,,2,Part 121,IFR,Passenger,,Climb,,Class A ZZZ,,,,,,,,,,,,,,,,,,,,,,,,AC Generation,,X,Failed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Air Carrier,First Officer; Pilot Not Flying,,Flight Crew Last 90 Days 100; Flight Crew Total 6700; Flight Crew Type 960,,Troubleshooting; Confusion,,,906422,Aircraft X,Flight Deck,Air Carrier,Pilot Flying; Captain,Flight Crew Air Transport Pilot (ATP),Flight Crew Last 90 Days 170; Flight Crew Total 13000; Flight Crew Type 1200,,Confusion; Troubleshooting,,,906910,Aircraft Equipment Problem Less Severe; Deviation / Discrepancy - Procedural Published Material / Policy,,,Automation Aircraft Other Automation; Person Flight Crew,In-flight,Flight Crew Overcame Equipment Problem; General Maintenance Action,Aircraft,Aircraft,"During climb out; First Officers' PFD; ND; and some cockpit lights began flickering while several ECAM's cycled on then off. ECAM's stayed on after First Officers' PFD; ND; and some cockpit lights failed. ECAM's included AUTO FLT A/THR OFF and ELEC GEN 2 FAULT; to name only a few. ECAM's were accomplished and APU was started. Descent to lower altitude and uneventful landing at destination coordinated with ATC.",,"Reporting due to a loss of the autothrust system. Primary fault was loss of Generator Bus 2 failure (out of phase). We tried to restore the generator by cycling (per ECAM) and lost it again; then used APU generator. Could not restore autothrust. After the trip found that this problem was in the Flight Manual (supplemental section). That procedure contradicts the ECAM. Maybe this needs to be highlighted.","This reporter states that this anomaly is covered in the supplemental section of the Flight Manual and that an attempt to restore the generator should not be made. This procedure is in opposition to the ECAM actions.  Once the APU was up and running all electrical buses were powered and the flight continued to destination.","A320 flight crew experiences Generator 2 failure in flight and attempts to restore operation are ultimately unsuccessful. Generator 1 is unable to power AC Bus 2 which remains unpowered until the APU is started.  Flight continues to destination.",
